filename,emotion1_w1,emotion2_w1,emotion3_w1,emotion1_w2,emotion2_w2,emotion3_w2,emotion1_w3,emotion2_w3,emotion3_w3,description_w1,description_w2,description_w3,agreement_w1,agreement_w2,agreement_w3
ants_song_combination_1519.wav,Soothing,Sensory-Calming,Grounding,Sensory-Calming,Anxiety-Reduction,Playful,Sensory-Calming,Anxiety-Reduction,Grounding,I think that the slow pace and the low tone makes it calming and soothing. Which also allows it to be used for grounding.,"This song creates a soothing and sensory-calming atmosphere that helps ease tension and promote relaxation. Its gentle melodies and rhythms work to reduce anxiety, providing a comforting and peaceful experience. Playful touches add lightness, making the mood both calming and uplifting.","The echo made it seem like something that could help you ponder. It was a slow and almost sad tempo and melody, which was borderline depressing.",0,1,-1
ants_song_combination_1533.wav,Playful,Sensory-Calming,Anxiety-Reduction,Sensory-Calming,Grounding,Soothing,Grounding,Focusing,Sensory-Calming,"This song has a playful and uplifting tone that sparks curiosity and engagement. Its sensory-calming elements provide a gentle backdrop, balancing the energy with soothing sounds. The combination helps reduce anxiety while maintaining a lighthearted and comforting atmosphere.",The water makes it calming but also soothing as that sounds great. I think it can also be grounding due to the repetitiveness.,This would be great music to sit down and think. It would be ideal for relaxation or a brainstorming session.,2,2,2
ants_song_combination_1534.wav,Sensory-Calming,Anxiety-Reduction,Playful,Sensory-Calming,Soothing,Grounding,Soothing,Anxiety-Reduction,Sensory-Calming,"This song blends calming sounds with a light, playful energy that creates a soothing yet uplifting atmosphere. Its gentle melodies help reduce anxiety, offering comfort and relaxation. The playful elements add a touch of joy, making the overall experience feel both peaceful and engaging.",What sounds like water makes it calming and soothing. The low melody makes it soothing.,the music was calming. It was like something you would do yoga to.,2,1,1
ants_song_combination_1535.wav,Playful,Sensory-Calming,Grounding,Soothing,Anxiety-Reduction,Sensory-Calming,Soothing,Sensory-Calming,Grounding,"This song blends a playful and cheerful tone with calming sensory elements, creating a lighthearted yet soothing experience. The gentle sounds promote relaxation, while grounding rhythms offer a sense of stability and presence. Together, these features make the song both engaging and emotionally supportive.","The piano accompanying the main part is a faster tempo, but still matches it well. So the whole atmosphere remains a calming vibe.",The repetition makes it grounding and soothing. There is also some other element in the background that is calming.,1,2,1
ants_song_combination_1613.wav,Playful,Sensory-Calming,Grounding,Stimulating,Playful,Transitional,Stimulating,Transitional,Playful,"This song blends a playful and cheerful tone with calming sensory elements, creating a lighthearted yet soothing experience. The gentle sounds promote relaxation, while grounding rhythms offer a sense of stability and presence. Together, these features make the song both engaging and emotionally supportive.","The music is soothing because of the brook sound, and the calm melody . However, it is a bit confusing because of a sound that sounds like a busy bee.","The flowing water overpowers the keyboard music and since it is a fast flow, it makes me feel more anxiety.  The two rhythms of music don't make sense together and it creates more confusion and an alert feeling.",1,-1,-2
ants_song_combination_1614.wav,Focusing,Soothing,Playful,Playful,Transitional,Stimulating,Transitional,Stimulating,Playful,"This song has a focusing quality that encourages attention and mental clarity, making it easy to stay engaged. Its soothing tones create a calm and relaxed atmosphere, while playful elements add a sense of lightness and enjoyment. The combination supports both concentration and emotional well-being.",The sound of the waves is too loud. It also had too much going on like it was in a frenzy underneath a lullaby.,I like that the wind gives me a calm feeling.  But the fast rhythm is opposite of that and creates a strange uneasy effect.,1,-2,-1
ants_song_combination_1615.wav,Playful,Soothing,Sensory-Calming,Playful,Stimulating,Transitional,Stimulating,Playful,Transitional,"This song has a playful and lighthearted tone that invites engagement and curiosity. Its soothing melodies and gentle flow create a sense of calm and comfort. The sensory-calming elements further enhance relaxation, making the overall experience both fun and peaceful.",The music was too busy. It had a slow tempo but underneath it had a quick tempo.,The fast rhythm of the keyboard clashes with the slow piano and makes for a strange chaotic vibe.  It makes me more awake because the music doesn't make sense.,1,-1,-1
ants_song_combination_1629.wav,Playful,Soothing,Sensory-Calming,Stimulating,Playful,Transitional,Stimulating,Playful,Transitional,"This song has a playful and lighthearted tone that invites engagement and curiosity. Its soothing melodies and gentle flow create a sense of calm and comfort. The sensory-calming elements further enhance relaxation, making the overall experience both fun and peaceful.",The tone was up beat and playful. It was stimulating and a good transitional tone.,The water rushing overpowers the music and actually makes me more anxious because of how loud it is.  The fast music also adds to that stress.  It makes me want to be more active.,2,-1,-1
ants_song_combination_1630.wav,Playful,Soothing,Sensory-Calming,Soothing,Sensory-Calming,Grounding,Playful,Grounding,Sensory-Calming,"This song has a playful and lighthearted tone that invites engagement and curiosity. Its soothing melodies and gentle flow create a sense of calm and comfort. The sensory-calming elements further enhance relaxation, making the overall experience both fun and peaceful.",Th song had a calm tone very soothing. This gave it a grounding calming effect.,"There is a playful rhythm that is also grounding. Then you have something that sounds like water, which is calming.",1,1,2
ants_song_combination_1631.wav,Playful,Soothing,Sensory-Calming,Stimulating,Playful,Transitional,Stimulating,Soothing,Transitional,"This song has a playful and lighthearted tone that invites engagement and curiosity. Its soothing melodies and gentle flow create a sense of calm and comfort. The sensory-calming elements further enhance relaxation, making the overall experience both fun and peaceful.",The music was a bit confusing. It was busy in some parts but tried to be calming in others. It was all overlaid in a confusing manner.,I think the rhythm is stimulation with the style and volume. Its also transitional and has a soothing effect.,1,-1,2
ants_song_combination_1661.wav,Soothing,Grounding,Transitional,Playful,Sensory-Calming,Grounding,Stimulating,Focusing,Playful,"This song has a soothing quality that promotes relaxation and emotional ease. Its grounding elements provide a steady, stable foundation that helps the listener feel centered and secure. The repetition of grounding features reinforces a sense of calm and balance throughout the piece.",The song was upbeat and playful. It also provided a grounding and sensory calming effect.,"The water sound is loud compared to the music and the speed of the water makes me more stressed.  The music is lively and high pitched, which also makes me feel active.",1,1,1
